CustomerID,Name,Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
29337,Customer_29337,54,Male,Houston,9,90.62,167,1
10661,Customer_10661,49,Male,Chicago,9,33.0,216,1
33808,Customer_33808,33,Male,Miami,17,68.49,100,1
99899,Customer_99899,61,Male,New York,6,60.24,376,1
38555,Customer_38555,62,Male,Houston,1,54.24,287,0
41966,Customer_41966,70,Female,Chicago,22,73.16,454,0
89587,Customer_89587,45,Male,Houston,10,70.97,244,1
5555,Customer_5555,49,Male,Los Angeles,11,56.73,176,1
99760,Customer_99760,69,Male,Miami,10,41.78,149,1
49910,Customer_49910,34,Female,Miami,14,96.8,110,0
59967,Customer_59967,46,Male,Miami,8,98.11,500,0
43295,Customer_43295,39,Male,Los Angeles,17,39.33,494,1
76594,Customer_76594,22,Male,Houston,21,60.96,229,1
78520,Customer_78520,67,Female,Los Angeles,17,98.84,356,0
57249,Customer_57249,67,Female,Houston,11,35.1,329,0
38033,Customer_38033,65,Male,New York,17,58.86,440,1
87827,Customer_87827,34,Female,Los Angeles,12,95.74,272,0
18245,Customer_18245,44,Female,New York,14,58.63,330,0
40319,Customer_40319,62,Female,Miami,7,50.85,159,0
30381,Customer_30381,26,Male,Miami,13,36.88,338,1
15196,Customer_15196,49,Male,Miami,11,66.43,60,1
76982,Customer_76982,61,Male,Miami,16,93.85,391,0
68783,Customer_68783,70,Male,Miami,10,48.24,265,0
53905,Customer_53905,48,Female,Chicago,23,96.17,68,1
39210,Customer_39210,53,Male,Los Angeles,17,97.63,330,0
43127,Customer_43127,28,Female,Los Angeles,2,75.28,73,0
15106,Customer_15106,55,Female,Houston,2,42.85,422,1
44136,Customer_44136,33,Male,New York,1,40.75,172,0
83112,Customer_83112,29,Male,Miami,24,59.25,356,0
58262,Customer_58262,61,Female,Houston,14,30.27,470,1
42516,Customer_42516,26,Female,Miami,24,40.89,128,0
33449,Customer_33449,40,Male,New York,4,54.68,150,1
2662,Customer_2662,51,Female,Los Angeles,1,31.53,155,0
5502,Customer_5502,25,Female,Chicago,13,56.16,363,0
86685,Customer_86685,33,Female,Los Angeles,16,33.3,212,0
19844,Customer_19844,38,Female,Houston,5,46.37,127,1
48167,Customer_48167,57,Female,Miami,9,38.13,480,0
86514,Customer_86514,67,Female,Miami,5,46.7,467,1
91711,Customer_91711,53,Female,Miami,6,97.2,436,1
28520,Customer_28520,50,Male,Houston,14,50.29,229,0
89081,Customer_89081,39,Male,Miami,18,47.9,407,1
1174,Customer_1174,57,Female,New York,15,59.95,173,0
22202,Customer_22202,22,Female,Houston,12,68.05,162,1
89255,Customer_89255,47,Male,Chicago,24,50.87,475,0
88446,Customer_88446,63,Female,Miami,17,79.0,174,1
72557,Customer_72557,19,Female,Los Angeles,1,83.11,199,0
97868,Customer_97868,20,Male,Chicago,16,38.33,129,0
75578,Customer_75578,24,Female,Houston,14,62.08,344,0
82852,Customer_82852,56,Female,New York,13,95.97,347,1
12014,Customer_12014,43,Male,Chicago,14,95.12,405,0
5611,Customer_5611,49,Female,Miami,17,74.51,238,1
90710,Customer_90710,48,Female,Chicago,6,57.53,280,0
55280,Customer_55280,26,Male,Los Angeles,7,46.67,427,1
96732,Customer_96732,18,Female,Houston,5,78.84,492,0
95510,Customer_95510,19,Male,Houston,24,86.09,413,1
25455,Customer_25455,62,Male,Houston,7,91.68,53,1
54702,Customer_54702,25,Male,Los Angeles,24,72.36,138,1
65488,Customer_65488,29,Male,Houston,21,58.57,382,0
34849,Customer_34849,64,Female,Chicago,22,66.04,204,0
34330,Customer_34330,63,Female,Miami,10,83.53,236,1
19407,Customer_19407,69,Male,Miami,7,84.43,82,0
62565,Customer_62565,45,Female,Miami,3,83.68,278,1
45246,Customer_45246,55,Female,Los Angeles,9,47.11,146,0
54058,Customer_54058,37,Male,Miami,15,50.1,447,1
32,Customer_32,18,Male,New York,9,75.74,185,0
76995,Customer_76995,57,Female,Chicago,11,38.37,264,1
65331,Customer_65331,54,Female,Miami,13,74.84,308,1
2282,Customer_2282,18,Female,Chicago,15,50.26,143,1
88914,Customer_88914,41,Female,New York,20,33.76,360,1
26297,Customer_26297,67,Female,New York,13,82.58,434,1
6396,Customer_6396,31,Female,Miami,22,31.64,408,1
19343,Customer_19343,41,Female,Los Angeles,2,74.65,218,1
49720,Customer_49720,40,Female,Houston,4,35.25,452,0
90930,Customer_90930,58,Male,Chicago,18,43.09,490,0
17526,Customer_17526,23,Female,Los Angeles,5,60.47,479,0
89915,Customer_89915,48,Male,Miami,18,67.32,200,0
51281,Customer_51281,52,Female,Miami,20,52.56,240,0
39272,Customer_39272,44,Female,Houston,7,86.0,272,0
91946,Customer_91946,30,Female,Houston,1,71.65,213,1
45350,Customer_45350,69,Female,Miami,12,53.75,405,1
88200,Customer_88200,67,Female,Houston,4,64.84,157,1
74077,Customer_74077,25,Female,Miami,12,54.57,235,0
87418,Customer_87418,70,Female,Miami,24,58.36,217,0
35669,Customer_35669,36,Male,Miami,11,53.97,132,0
64415,Customer_64415,40,Male,Los Angeles,11,93.46,409,0
93434,Customer_93434,39,Female,Houston,19,56.78,353,0
35772,Customer_35772,65,Male,Miami,9,81.29,395,1
88041,Customer_88041,27,Male,New York,8,51.88,458,0
67672,Customer_67672,41,Male,New York,12,82.2,453,1
79776,Customer_79776,69,Female,Los Angeles,16,83.09,405,1
31728,Customer_31728,55,Male,Los Angeles,12,39.56,445,0
77246,Customer_77246,67,Male,Miami,14,71.09,335,0
12793,Customer_12793,45,Male,Los Angeles,15,79.62,465,1
52697,Customer_52697,26,Female,Los Angeles,10,37.72,217,0
17172,Customer_17172,40,Male,Chicago,5,41.55,307,1
30002,Customer_30002,50,Female,Houston,4,38.04,90,1
33505,Customer_33505,53,Female,Houston,18,91.67,369,0
6839,Customer_6839,23,Female,Houston,10,71.6,86,0
17370,Customer_17370,39,Male,Miami,6,40.65,491,0
47609,Customer_47609,30,Female,Chicago,8,70.88,257,0
79245,Customer_79245,60,Male,Houston,7,88.79,367,1
79211,Customer_79211,55,Male,Houston,20,36.19,139,1
40830,Customer_40830,24,Male,Chicago,23,74.73,82,0
92564,Customer_92564,63,Female,Los Angeles,20,68.47,170,1
83649,Customer_83649,19,Male,Chicago,24,94.51,343,0
28785,Customer_28785,53,Female,Chicago,8,71.21,475,1
64981,Customer_64981,54,Female,New York,19,57.04,229,1
51728,Customer_51728,55,Male,Los Angeles,24,79.95,121,1
19591,Customer_19591,32,Male,Miami,23,86.38,211,0
38329,Customer_38329,21,Male,New York,21,47.23,347,0
6940,Customer_6940,48,Female,Houston,14,52.52,242,0
15246,Customer_15246,30,Male,Chicago,2,63.22,246,1
17806,Customer_17806,34,Female,Chicago,5,34.21,376,1
50066,Customer_50066,52,Female,Los Angeles,3,56.4,404,1
12979,Customer_12979,42,Female,Chicago,16,85.44,340,1
59287,Customer_59287,67,Male,Chicago,16,99.21,50,0
91084,Customer_91084,69,Male,Houston,10,52.9,492,1
13038,Customer_13038,38,Female,Miami,16,46.68,362,0
51450,Customer_51450,44,Male,Miami,2,62.55,317,1
96226,Customer_96226,20,Female,New York,8,90.73,412,1
77766,Customer_77766,36,Female,Los Angeles,18,53.17,116,0
29608,Customer_29608,57,Male,Miami,14,75.76,56,1
41800,Customer_41800,69,Female,New York,19,85.28,94,1
9541,Customer_9541,45,Female,New York,15,65.05,181,0
86080,Customer_86080,35,Female,Houston,13,59.71,494,1
76228,Customer_76228,58,Female,New York,19,52.78,135,0
32574,Customer_32574,29,Female,New York,24,76.95,461,0
77538,Customer_77538,56,Male,Chicago,3,79.26,474,1
29766,Customer_29766,36,Male,New York,16,65.19,394,1
75195,Customer_75195,33,Female,New York,3,46.53,337,1
98809,Customer_98809,52,Male,Chicago,9,44.06,95,0
27615,Customer_27615,23,Male,Miami,6,36.33,493,1
80184,Customer_80184,47,Male,New York,13,40.44,108,0
46420,Customer_46420,23,Female,Miami,18,68.28,100,1
13235,Customer_13235,47,Female,Miami,9,69.96,446,1
45295,Customer_45295,64,Male,Los Angeles,9,97.8,184,1
39548,Customer_39548,33,Male,Miami,24,68.6,415,0
79212,Customer_79212,54,Female,New York,4,40.19,394,0
18428,Customer_18428,23,Female,New York,5,32.31,179,1
78751,Customer_78751,48,Male,Chicago,17,90.44,51,1
59009,Customer_59009,34,Female,Houston,20,55.99,383,0
38569,Customer_38569,47,Female,New York,5,48.95,474,0
29399,Customer_29399,67,Male,Chicago,20,57.26,361,1
83300,Customer_83300,60,Female,Los Angeles,22,45.07,231,1
766,Customer_766,46,Female,Houston,13,94.17,283,0
31233,Customer_31233,57,Male,New York,24,85.1,462,1
23391,Customer_23391,21,Female,Chicago,16,48.26,348,1
3691,Customer_3691,48,Male,Miami,16,37.06,381,1
16849,Customer_16849,47,Male,Los Angeles,17,83.81,51,0
84777,Customer_84777,39,Male,Houston,24,88.78,288,1
17186,Customer_17186,41,Female,Miami,18,64.06,204,0
57480,Customer_57480,54,Female,Houston,19,72.26,80,0
86953,Customer_86953,62,Male,Chicago,11,31.25,141,1
79142,Customer_79142,36,Male,Miami,10,30.47,115,1
69540,Customer_69540,24,Male,New York,3,30.74,70,1
99944,Customer_99944,62,Female,Houston,2,80.66,396,1
23025,Customer_23025,62,Male,Chicago,19,47.65,77,0
22844,Customer_22844,27,Male,Miami,9,77.6,354,1
2416,Customer_2416,44,Male,Miami,7,53.73,415,0
63910,Customer_63910,20,Female,New York,10,45.44,378,0
44317,Customer_44317,41,Male,Chicago,9,58.04,468,0
51688,Customer_51688,56,Male,Houston,5,84.85,430,0
48428,Customer_48428,42,Male,Los Angeles,6,72.94,286,1
87580,Customer_87580,18,Female,Los Angeles,12,83.23,448,1
58509,Customer_58509,34,Female,New York,11,68.73,451,0
50525,Customer_50525,25,Female,Houston,22,73.46,182,1
78443,Customer_78443,49,Female,Chicago,8,33.23,499,0
68589,Customer_68589,60,Female,Chicago,7,90.97,339,0
55359,Customer_55359,56,Male,Chicago,17,73.05,207,0
44312,Customer_44312,48,Male,New York,6,49.79,83,1
74393,Customer_74393,36,Male,Houston,19,58.26,301,1
2724,Customer_2724,39,Female,Chicago,8,82.39,469,0
88404,Customer_88404,18,Male,Los Angeles,11,77.99,189,1
15047,Customer_15047,62,Female,Chicago,14,84.58,352,1
93596,Customer_93596,55,Male,Miami,15,45.28,448,0
47947,Customer_47947,59,Female,New York,7,42.29,323,1
43309,Customer_43309,55,Male,Houston,1,54.6,271,1
38853,Customer_38853,20,Female,Chicago,22,84.68,135,0
64905,Customer_64905,45,Male,Chicago,19,45.66,130,1
27459,Customer_27459,70,Male,Houston,18,98.53,327,0
95710,Customer_95710,34,Female,New York,10,48.1,204,1
92506,Customer_92506,22,Male,Miami,16,79.86,198,0
90215,Customer_90215,22,Male,New York,4,61.01,323,0
11585,Customer_11585,49,Male,Chicago,7,84.53,62,1
39020,Customer_39020,49,Male,Chicago,15,36.19,474,0
7604,Customer_7604,69,Female,Los Angeles,16,50.67,356,1
83984,Customer_83984,52,Female,Los Angeles,8,34.41,365,0
87429,Customer_87429,53,Female,Miami,14,50.96,125,1
2603,Customer_2603,53,Male,Houston,16,86.25,262,1
49732,Customer_49732,66,Male,Miami,13,68.2,493,0
90316,Customer_90316,65,Female,Los Angeles,17,38.28,152,1
88757,Customer_88757,49,Female,Houston,16,79.28,441,0
23837,Customer_23837,47,Male,Houston,4,34.74,103,1
47283,Customer_47283,25,Male,Los Angeles,9,81.03,336,1
92483,Customer_92483,34,Male,Houston,6,65.36,454,0
55592,Customer_55592,26,Male,Chicago,3,38.31,57,0
7977,Customer_7977,26,Male,Los Angeles,2,33.64,250,0
70451,Customer_70451,55,Male,Houston,10,81.65,64,0
54111,Customer_54111,67,Female,Houston,17,85.78,163,0
78695,Customer_78695,45,Female,Chicago,21,31.23,232,0
85268,Customer_85268,44,Male,Houston,8,90.29,274,1
84111,Customer_84111,48,Male,Chicago,5,70.37,335,1
73398,Customer_73398,39,Male,Miami,2,55.17,466,1
93877,Customer_93877,65,Female,Miami,5,59.65,326,0
84444,Customer_84444,64,Male,Houston,24,85.21,449,0
11803,Customer_11803,39,Male,Miami,8,35.26,370,1
7365,Customer_7365,47,Male,Miami,14,56.35,408,1
63545,Customer_63545,45,Male,Miami,4,69.67,223,0
85949,Customer_85949,25,Male,Los Angeles,10,55.57,349,0
35111,Customer_35111,48,Female,Los Angeles,10,98.43,219,0
99805,Customer_99805,51,Female,Houston,16,95.86,478,0
48152,Customer_48152,57,Male,Houston,9,51.23,431,0
20549,Customer_20549,44,Male,Chicago,3,99.46,418,1
66314,Customer_66314,43,Male,Houston,11,37.1,485,0
62997,Customer_62997,25,Female,Chicago,1,56.22,142,0
53263,Customer_53263,39,Female,New York,10,33.01,324,1
80569,Customer_80569,67,Female,Miami,14,86.09,326,1
89640,Customer_89640,36,Male,Houston,19,42.5,302,1
85364,Customer_85364,57,Male,New York,12,93.39,105,0
69722,Customer_69722,22,Male,Houston,9,87.46,257,0
52468,Customer_52468,67,Female,Los Angeles,18,91.12,163,0
37444,Customer_37444,29,Male,Miami,10,45.71,106,1
55043,Customer_55043,35,Male,Houston,5,86.7,233,1
42605,Customer_42605,18,Female,Miami,14,65.04,211,0
83478,Customer_83478,55,Male,Miami,10,74.68,424,1
68345,Customer_68345,48,Female,Houston,21,59.2,176,1
43504,Customer_43504,48,Female,Houston,2,79.74,206,0
19029,Customer_19029,55,Female,New York,8,94.84,330,1
98776,Customer_98776,42,Male,Houston,3,54.81,268,0
63415,Customer_63415,23,Female,Los Angeles,9,71.44,95,1
17768,Customer_17768,67,Female,Houston,9,32.85,253,0
52439,Customer_52439,62,Female,Houston,2,67.58,382,1
82933,Customer_82933,21,Female,New York,5,34.49,339,0
34271,Customer_34271,65,Female,Los Angeles,18,31.98,211,1
63140,Customer_63140,43,Female,Houston,19,49.93,276,0
85621,Customer_85621,62,Male,Chicago,8,69.75,353,0
28641,Customer_28641,36,Male,Houston,22,83.28,114,0
72840,Customer_72840,52,Female,Chicago,14,80.12,478,1
66787,Customer_66787,18,Male,New York,12,97.15,427,0
26517,Customer_26517,18,Male,Chicago,14,64.4,353,1
5643,Customer_5643,60,Female,Los Angeles,2,78.27,278,0
93046,Customer_93046,55,Male,Chicago,18,84.67,141,0
25243,Customer_25243,31,Male,Los Angeles,6,58.92,479,1
32519,Customer_32519,55,Female,Chicago,15,66.85,431,1
57392,Customer_57392,21,Female,Miami,6,77.31,455,1
36292,Customer_36292,36,Male,Houston,16,34.42,443,1
93713,Customer_93713,29,Female,Miami,22,64.41,128,1
51642,Customer_51642,40,Female,Houston,4,78.65,462,0
94070,Customer_94070,26,Male,New York,1,69.04,67,1
21007,Customer_21007,25,Female,Houston,15,41.36,283,0
52810,Customer_52810,22,Female,New York,4,31.19,94,1
88814,Customer_88814,30,Female,Los Angeles,8,85.39,97,0
51825,Customer_51825,63,Female,Los Angeles,20,59.18,106,0
1002,Customer_1002,38,Male,New York,20,58.33,219,1
15843,Customer_15843,64,Female,Houston,12,94.57,246,0
65921,Customer_65921,47,Female,Los Angeles,4,87.72,491,1
30501,Customer_30501,60,Male,Miami,4,46.98,434,1
30940,Customer_30940,51,Male,New York,22,41.14,323,1
39745,Customer_39745,41,Male,Houston,22,92.29,464,1
20121,Customer_20121,58,Female,New York,14,45.92,50,1
20400,Customer_20400,66,Male,Chicago,1,55.97,307,1
64951,Customer_64951,25,Female,Houston,3,30.67,430,1
53296,Customer_53296,33,Female,Miami,5,34.71,120,0
18063,Customer_18063,50,Female,Houston,10,33.47,92,1
68050,Customer_68050,18,Male,Miami,14,36.83,460,0
9451,Customer_9451,54,Male,Chicago,18,64.35,431,0
81376,Customer_81376,61,Male,New York,19,75.09,482,1
40841,Customer_40841,70,Male,New York,4,61.88,453,1
59468,Customer_59468,19,Female,Houston,4,66.79,318,1
12290,Customer_12290,54,Male,Houston,2,60.11,377,1
55150,Customer_55150,24,Male,Miami,16,68.92,390,0
98443,Customer_98443,49,Male,New York,13,64.56,298,0
64001,Customer_64001,50,Female,Miami,13,30.16,314,1
9306,Customer_9306,68,Female,Los Angeles,14,49.98,370,0
35671,Customer_35671,47,Male,Houston,17,49.45,53,1
11838,Customer_11838,61,Female,Houston,7,89.74,374,0
20130,Customer_20130,64,Female,Chicago,7,82.79,221,1
23281,Customer_23281,27,Female,Los Angeles,4,86.5,235,0
75831,Customer_75831,45,Female,Los Angeles,5,33.56,146,1
56406,Customer_56406,47,Male,Chicago,22,86.62,488,0
22111,Customer_22111,42,Male,Houston,3,43.51,478,0
30664,Customer_30664,30,Female,New York,10,55.28,441,0
79723,Customer_79723,51,Male,Houston,3,88.99,234,0
5747,Customer_5747,48,Female,Chicago,17,79.36,182,1
11621,Customer_11621,30,Male,Chicago,24,95.58,210,1
73050,Customer_73050,43,Female,New York,20,32.53,330,1
2583,Customer_2583,20,Female,Chicago,18,47.79,472,1
71097,Customer_71097,35,Female,Houston,6,86.62,176,0
31619,Customer_31619,56,Male,Miami,10,99.98,227,0
76129,Customer_76129,28,Male,Houston,10,74.7,183,0
13876,Customer_13876,57,Male,Los Angeles,2,45.5,339,1
7448,Customer_7448,35,Female,Miami,4,59.29,241,1
10843,Customer_10843,41,Female,Houston,6,45.15,277,1
2763,Customer_2763,24,Male,New York,6,72.68,403,0
42632,Customer_42632,55,Male,Miami,11,81.55,343,0
94719,Customer_94719,61,Female,New York,11,83.29,403,0
50158,Customer_50158,68,Female,New York,20,67.23,227,1
87897,Customer_87897,21,Male,Houston,6,41.42,332,1
98330,Customer_98330,44,Female,Houston,19,52.88,173,1
11956,Customer_11956,67,Female,Miami,1,74.29,234,1
25571,Customer_25571,57,Female,Houston,12,69.78,173,0
91799,Customer_91799,49,Male,Chicago,10,44.47,163,1
79347,Customer_79347,41,Female,Los Angeles,6,97.13,328,1
65007,Customer_65007,66,Male,Los Angeles,3,62.83,148,1
90359,Customer_90359,67,Female,New York,3,47.73,441,0
6961,Customer_6961,39,Male,Houston,9,49.89,297,0
17266,Customer_17266,55,Male,Houston,19,85.08,474,1
50091,Customer_50091,24,Female,Miami,1,53.89,359,0
78955,Customer_78955,56,Female,Chicago,12,40.21,191,1
63729,Customer_63729,37,Female,Houston,9,96.04,374,0
91960,Customer_91960,52,Male,New York,8,77.67,233,1
46313,Customer_46313,57,Female,Houston,8,96.72,66,1
73676,Customer_73676,43,Female,Los Angeles,8,62.22,243,0
27248,Customer_27248,65,Male,New York,10,91.77,266,1
70148,Customer_70148,31,Female,Houston,24,55.29,376,0
68535,Customer_68535,51,Male,New York,20,74.3,356,0
96505,Customer_96505,18,Male,Chicago,23,70.71,499,0
26525,Customer_26525,31,Male,Miami,7,45.75,331,1
50396,Customer_50396,51,Male,Houston,5,99.44,290,1
45186,Customer_45186,20,Female,New York,20,57.0,112,0
44777,Customer_44777,27,Male,Houston,6,98.18,104,1
11374,Customer_11374,41,Female,New York,20,40.53,417,0
55036,Customer_55036,63,Female,Miami,8,40.45,301,0
25493,Customer_25493,43,Male,Los Angeles,5,75.3,279,0
49655,Customer_49655,68,Male,Houston,22,55.38,332,1
84554,Customer_84554,58,Female,New York,16,42.61,271,1
13390,Customer_13390,40,Male,Houston,12,70.28,137,0
24611,Customer_24611,30,Male,New York,8,60.98,324,0
30983,Customer_30983,53,Female,New York,11,96.47,301,0
5393,Customer_5393,28,Female,Miami,9,76.49,141,0
99228,Customer_99228,39,Male,Los Angeles,6,71.5,61,1
26170,Customer_26170,66,Female,Houston,19,76.85,320,1
85597,Customer_85597,33,Female,Houston,15,53.99,365,1
98812,Customer_98812,35,Male,New York,8,71.96,345,1
44208,Customer_44208,67,Female,Los Angeles,19,42.7,84,0
91934,Customer_91934,23,Male,Chicago,11,48.55,430,1
96359,Customer_96359,46,Male,New York,15,82.77,228,1
67893,Customer_67893,51,Female,Houston,22,48.04,495,0
89323,Customer_89323,39,Male,Los Angeles,8,39.74,250,0
42128,Customer_42128,52,Male,Miami,7,67.6,480,1
86471,Customer_86471,65,Female,Los Angeles,7,52.01,266,1
58808,Customer_58808,70,Male,Chicago,20,94.6,136,1
77994,Customer_77994,27,Male,Los Angeles,14,80.26,50,0
69776,Customer_69776,58,Female,Miami,22,63.54,194,0
74285,Customer_74285,59,Female,New York,11,60.77,380,1
51957,Customer_51957,33,Female,Los Angeles,10,88.0,434,1
8754,Customer_8754,39,Female,Los Angeles,9,72.2,93,1
4134,Customer_4134,37,Male,Chicago,22,52.91,187,0
17158,Customer_17158,31,Female,Miami,17,58.89,133,1
38218,Customer_38218,55,Male,Chicago,5,43.28,66,0
92576,Customer_92576,65,Female,Chicago,16,71.24,222,1
6983,Customer_6983,62,Male,Miami,15,52.51,480,0
41086,Customer_41086,19,Male,Miami,19,62.24,85,1
44876,Customer_44876,55,Male,Miami,24,68.93,374,1
54221,Customer_54221,62,Female,Los Angeles,4,97.26,135,1
77514,Customer_77514,27,Male,Houston,18,63.44,121,0
82042,Customer_82042,25,Male,Los Angeles,1,72.25,85,1
90697,Customer_90697,39,Male,Chicago,20,60.59,123,0
64118,Customer_64118,19,Female,Los Angeles,1,62.56,60,1
27609,Customer_27609,33,Male,Houston,17,31.84,155,1
27164,Customer_27164,67,Male,New York,6,79.68,302,1
84223,Customer_84223,54,Female,New York,2,65.73,144,0
60228,Customer_60228,18,Female,New York,22,72.68,282,1
51460,Customer_51460,36,Female,New York,5,85.7,354,1
10834,Customer_10834,47,Female,Miami,11,82.08,136,0
24676,Customer_24676,37,Female,New York,16,98.31,183,0
28986,Customer_28986,41,Male,Houston,13,32.51,254,0
5981,Customer_5981,27,Female,Chicago,19,56.9,494,0
93166,Customer_93166,57,Female,Miami,19,54.67,121,1
73925,Customer_73925,66,Male,Houston,6,38.95,381,0
23290,Customer_23290,52,Male,Los Angeles,18,35.7,354,0
43646,Customer_43646,22,Female,Chicago,7,66.1,254,1
95729,Customer_95729,42,Female,New York,17,86.7,452,0
34804,Customer_34804,59,Female,Houston,16,81.59,484,1
64669,Customer_64669,37,Female,Houston,21,61.93,493,0
17608,Customer_17608,57,Female,Miami,18,47.33,321,1
23262,Customer_23262,37,Female,New York,4,74.88,417,0
94006,Customer_94006,24,Male,Chicago,19,42.38,313,0
44867,Customer_44867,42,Male,Los Angeles,23,70.7,370,0
46584,Customer_46584,70,Male,Miami,16,75.03,82,0
63469,Customer_63469,34,Female,Los Angeles,15,52.85,232,0
92305,Customer_92305,67,Male,Chicago,24,53.12,412,0
77404,Customer_77404,46,Male,New York,8,83.58,365,1
38201,Customer_38201,58,Female,Los Angeles,11,83.96,127,0
6755,Customer_6755,31,Male,Chicago,13,59.26,370,0
92807,Customer_92807,59,Male,Los Angeles,1,98.61,406,1
88120,Customer_88120,54,Female,New York,4,89.16,112,1
44633,Customer_44633,25,Male,New York,18,60.76,412,0
85142,Customer_85142,69,Female,Houston,17,57.79,98,0
66764,Customer_66764,51,Female,New York,9,82.89,422,0
78801,Customer_78801,69,Female,Chicago,8,81.01,470,0
15016,Customer_15016,58,Male,Houston,8,75.88,392,0
9838,Customer_9838,54,Male,Houston,10,86.56,78,1
41652,Customer_41652,18,Male,New York,15,39.11,136,0
23850,Customer_23850,66,Female,Los Angeles,5,32.25,276,1
22073,Customer_22073,26,Female,Chicago,5,59.99,70,1
96109,Customer_96109,58,Male,Miami,7,98.99,455,0
64690,Customer_64690,27,Male,Miami,15,96.01,408,0
64333,Customer_64333,39,Female,Miami,1,48.68,348,1
84683,Customer_84683,49,Female,Los Angeles,17,66.85,468,0
56791,Customer_56791,69,Female,Miami,10,72.73,68,0
24992,Customer_24992,65,Female,Houston,4,82.14,79,1
70379,Customer_70379,36,Male,Houston,7,94.17,53,0
65188,Customer_65188,47,Female,Los Angeles,22,63.59,283,0
26642,Customer_26642,50,Female,Houston,15,84.17,256,0
14785,Customer_14785,34,Male,New York,17,32.91,166,1
2700,Customer_2700,50,Female,Los Angeles,12,41.3,249,0
44178,Customer_44178,26,Male,New York,9,75.46,397,1
83243,Customer_83243,39,Female,New York,14,36.29,117,1
6035,Customer_6035,63,Male,Miami,12,65.7,279,1
62982,Customer_62982,37,Male,Los Angeles,3,69.82,133,0
16792,Customer_16792,18,Female,Houston,22,93.98,262,0
7006,Customer_7006,49,Female,New York,5,57.17,145,1
27596,Customer_27596,46,Male,Chicago,12,84.27,449,1
35391,Customer_35391,19,Male,New York,7,73.01,220,1
6836,Customer_6836,21,Female,Houston,21,49.57,133,1
70836,Customer_70836,29,Male,Miami,5,42.47,239,1
45994,Customer_45994,66,Male,Miami,24,54.68,303,0
49141,Customer_49141,55,Female,Los Angeles,20,75.32,451,1
18469,Customer_18469,24,Male,Chicago,15,35.23,69,0
2954,Customer_2954,58,Female,Miami,3,70.81,308,0
4323,Customer_4323,68,Male,New York,10,99.34,411,0
63974,Customer_63974,56,Female,Houston,3,39.34,103,0
65076,Customer_65076,60,Female,Los Angeles,17,69.87,110,0
29959,Customer_29959,58,Male,Houston,5,45.02,219,0
5880,Customer_5880,65,Male,Chicago,14,55.31,466,1
87173,Customer_87173,54,Female,Chicago,20,69.78,139,1
4890,Customer_4890,36,Male,Los Angeles,22,33.73,450,0
10343,Customer_10343,60,Male,Miami,18,41.57,375,1
50044,Customer_50044,60,Female,Miami,3,33.55,395,1
9220,Customer_9220,65,Male,Miami,6,48.87,216,1
56110,Customer_56110,27,Female,New York,3,31.35,284,1
89726,Customer_89726,37,Female,New York,10,89.44,177,1
29638,Customer_29638,45,Male,Miami,21,33.96,147,0
63872,Customer_63872,52,Female,New York,18,48.04,450,0
80723,Customer_80723,59,Male,Miami,14,86.48,244,0
78717,Customer_78717,18,Female,Los Angeles,23,66.27,398,0
82140,Customer_82140,19,Male,New York,20,67.03,78,1
11287,Customer_11287,68,Female,Chicago,8,36.46,140,0
79336,Customer_79336,26,Female,Miami,21,39.73,251,1
52811,Customer_52811,47,Female,Houston,20,38.58,76,0
73504,Customer_73504,69,Male,Los Angeles,17,63.75,472,0
31010,Customer_31010,58,Male,New York,16,39.02,232,0
8157,Customer_8157,29,Male,Chicago,9,52.59,228,0
64376,Customer_64376,42,Male,Houston,5,79.04,202,1
45788,Customer_45788,51,Female,Miami,1,63.51,489,1
14502,Customer_14502,52,Male,Miami,8,78.44,432,0
72985,Customer_72985,38,Female,Miami,7,88.38,467,1
62741,Customer_62741,41,Male,Miami,7,85.81,158,1
25222,Customer_25222,69,Male,Chicago,10,98.9,287,0
39845,Customer_39845,19,Female,Miami,22,61.94,135,1
96251,Customer_96251,55,Male,Houston,2,62.17,386,1
68399,Customer_68399,42,Female,Los Angeles,22,55.22,444,0
10891,Customer_10891,44,Male,Houston,17,84.08,241,0
96522,Customer_96522,33,Female,Miami,23,70.3,458,0
12606,Customer_12606,42,Male,New York,20,76.27,470,1
65737,Customer_65737,54,Male,Chicago,17,86.54,268,0
72527,Customer_72527,64,Male,Miami,24,91.31,126,1
68168,Customer_68168,31,Male,New York,18,94.89,174,1
85988,Customer_85988,20,Female,New York,14,33.53,143,0
61388,Customer_61388,42,Male,New York,5,73.05,186,1
59856,Customer_59856,20,Male,Houston,15,75.13,486,0
61628,Customer_61628,28,Female,New York,2,53.35,234,1
90492,Customer_90492,46,Female,Los Angeles,15,74.97,388,0
36794,Customer_36794,48,Female,Miami,8,85.44,376,0
16445,Customer_16445,27,Male,Los Angeles,22,44.38,129,0
47869,Customer_47869,56,Female,Miami,14,49.65,54,0
53366,Customer_53366,47,Female,Los Angeles,11,74.56,211,0
67706,Customer_67706,27,Male,Los Angeles,12,64.3,95,0
44482,Customer_44482,63,Female,Los Angeles,13,46.96,146,0
38590,Customer_38590,19,Female,Houston,19,92.88,95,0
89169,Customer_89169,34,Female,Chicago,1,31.47,352,0
